year,ncessch,school_name,state_location,grade_crdc,enrl_algebra1,students_passing_algebra1
"2017","061914012880","Diego Valley Charter","CA","Total","",""
"2017","060006501242","Dinuba High","CA","Grades 7 and 8","",""
"2017","060006501242","Dinuba High","CA","Grades 9 and 10","731","459"
"2017","060006501242","Dinuba High","CA","Grades 11 and 12","22","15"
"2017","060006501242","Dinuba High","CA","Total","753","474"
"2017","062271011889","Discovery Charter Preparatory School #2","CA","Grades 7 and 8","",""
"2017","062271011889","Discovery Charter Preparatory School #2","CA","Grades 9 and 10","59","57"
"2017","062271011889","Discovery Charter Preparatory School #2","CA","Grades 11 and 12","1","1"
"2017","062271011889","Discovery Charter Preparatory School #2","CA","Total","60","58"
"2017","060003606335","Discovery High","CA","Grades 7 and 8","",""
"2017","060003606335","Discovery High","CA","Grades 9 and 10","",""
"2017","060003606335","Discovery High","CA","Grades 11 and 12","32","25"
"2017","060003606335","Discovery High","CA","Total","32","25"
"2017","064341007904","Discovery High","CA","Grades 7 and 8","",""
"2017","064341007904","Discovery High","CA","Grades 9 and 10","2","2"
"2017","064341007904","Discovery High","CA","Grades 11 and 12","19","19"
"2017","064341007904","Discovery High","CA","Total","21","21"
"2017","060524007650","Divide High","CA","Grades 7 and 8","",""
"2017","060524007650","Divide High","CA","Grades 9 and 10","",""
"2017","060524007650","Divide High","CA","Grades 11 and 12","5","3"
"2017","060524007650","Divide High","CA","Total","5","3"
"2017","069112212709","Division of Unaccompanied Childrens Services (DUCS)","CA","Grades 7 and 8","",""
"2017","069112212709","Division of Unaccompanied Childrens Services (DUCS)","CA","Grades 9 and 10","",""
"2017","069112212709","Division of Unaccompanied Childrens Services (DUCS)","CA","Grades 11 and 12","",""
"2017","069112212709","Division of Unaccompanied Childrens Services (DUCS)","CA","Total","",""
"2017","061128011236","Dixon Community Day","CA","Grades 7 and 8","",""
"2017","061128011236","Dixon Community Day","CA","Grades 9 and 10","",""
"2017","061128011236","Dixon Community Day","CA","Grades 11 and 12","",""
"2017","061128011236","Dixon Community Day","CA","Total","",""
"2017","061128001251","Dixon High","CA","Grades 7 and 8","",""
"2017","061128001251","Dixon High","CA","Grades 9 and 10","337","257"
"2017","061128001251","Dixon High","CA","Grades 11 and 12","4","4"
"2017","061128001251","Dixon High","CA","Total","341","261"
"2017","060962000978","Dominguez High","CA","Grades 7 and 8","",""
"2017","060962000978","Dominguez High","CA","Grades 9 and 10","542","482"
"2017","060962000978","Dominguez High","CA","Grades 11 and 12","39","38"
"2017","060962000978","Dominguez High","CA","Total","581","520"
"2017","060846000838","Don Antonio Lugo High","CA","Grades 7 and 8","",""
"2017","060846000838","Don Antonio Lugo High","CA","Grades 9 and 10","433","290"
"2017","060846000838","Don Antonio Lugo High","CA","Grades 11 and 12","9","3"
"2017","060846000838","Don Antonio Lugo High","CA","Total","442","293"
"2017","069113710340","Don Pedro High","CA","Grades 7 and 8","",""
"2017","069113710340","Don Pedro High","CA","Grades 9 and 10","10","10"
"2017","069113710340","Don Pedro High","CA","Grades 11 and 12","0","0"
"2017","069113710340","Don Pedro High","CA","Total","10","10"
"2017","062271012482","Dorothy V. Johnson Community Day","CA","Grades 7 and 8","",""
"2017","062271012482","Dorothy V. Johnson Community Day","CA","Grades 9 and 10","10","7"
"2017","062271012482","Dorothy V. Johnson Community Day","CA","Grades 11 and 12","1","0"
"2017","062271012482","Dorothy V. Johnson Community Day","CA","Total","11","7"
"2017","060003301258","Dos Palos High","CA","Grades 7 and 8","",""
"2017","060003301258","Dos Palos High","CA","Grades 9 and 10","85","48"
"2017","060003301258","Dos Palos High","CA","Grades 11 and 12","2","0"
"2017","060003301258","Dos Palos High","CA","Total","87","48"
"2017","060141406017","Dos Pueblos Senior High","CA","Grades 7 and 8","",""
"2017","060141406017","Dos Pueblos Senior High","CA","Grades 9 and 10","479","415"
"2017","060141406017","Dos Pueblos Senior High","CA","Grades 11 and 12","117","1"
"2017","060141406017","Dos Pueblos Senior High","CA","Total","596","416"
"2017","063513011990","Dougherty Valley High","CA","Grades 7 and 8","",""
"2017","063513011990","Dougherty Valley High","CA","Grades 9 and 10","524","475"
"2017","063513011990","Dougherty Valley High","CA","Grades 11 and 12","14","8"
"2017","063513011990","Dougherty Valley High","CA","Total","538","483"
"2017","061146014075","Downey Community Day","CA","Grades 7 and 8","",""
"2017","061146014075","Downey Community Day","CA","Grades 9 and 10","",""
"2017","061146014075","Downey Community Day","CA","Grades 11 and 12","",""
"2017","061146014075","Downey Community Day","CA","Total","",""
"2017","061146001264","Downey High","CA","Grades 7 and 8","",""
"2017","061146001264","Downey High","CA","Grades 9 and 10","933","726"
"2017","061146001264","Downey High","CA","Grades 11 and 12","23","13"
"2017","061146001264","Downey High","CA","Total","956","739"
"2017","063678006227","Downieville Junior-Senior High","CA","Grades 7 and 8","",""
"2017","063678006227","Downieville Junior-Senior High","CA","Grades 9 and 10","",""
"2017","063678006227","Downieville Junior-Senior High","CA","Grades 11 and 12","",""
"2017","063678006227","Downieville Junior-Senior High","CA","Total","",""
"2017","062271007757","Downtown Business High","CA","Grades 7 and 8","",""
"2017","062271007757","Downtown Business High","CA","Grades 9 and 10","233","175"
"2017","062271007757","Downtown Business High","CA","Grades 11 and 12","0","0"
"2017","062271007757","Downtown Business High","CA","Total","233","175"
"2017","069103512827","Downtown College Prep - Alum Rock","CA","Grades 7 and 8","",""
"2017","069103512827","Downtown College Prep - Alum Rock","CA","Grades 9 and 10","73","0"
"2017","069103512827","Downtown College Prep - Alum Rock","CA","Grades 11 and 12","3","0"
"2017","069103512827","Downtown College Prep - Alum Rock","CA","Total","76","0"
"2017","063459008632","Downtown College Preparatory","CA","Grades 7 and 8","",""
"2017","063459008632","Downtown College Preparatory","CA","Grades 9 and 10","182","0"
"2017","063459008632","Downtown College Preparatory","CA","Grades 11 and 12","3","0"
"2017","063459008632","Downtown College Preparatory","CA","Total","185","0"
"2017","063441005602","Downtown High","CA","Grades 7 and 8","",""
"2017","063441005602","Downtown High","CA","Grades 9 and 10","37","28"
"2017","063441005602","Downtown High","CA","Grades 11 and 12","30","30"
"2017","063441005602","Downtown High","CA","Total","67","58"
"2017","060285012278","Dozier-Libbey Medical High","CA","Grades 7 and 8","",""
"2017","060285012278","Dozier-Libbey Medical High","CA","Grades 9 and 10","168","128"
"2017","060285012278","Dozier-Libbey Medical High","CA","Grades 11 and 12","4","3"
"2017","060285012278","Dozier-Libbey Medical High","CA","Total","172","131"
"2017","062241013924","Dr Bob Forinash Community Day","CA","Grades 7 and 8","",""
"2017","062241013924","Dr Bob Forinash Community Day","CA","Grades 9 and 10","8","4"
"2017","062241013924","Dr Bob Forinash Community Day","CA","Grades 11 and 12","2","0"
"2017","062241013924","Dr Bob Forinash Community Day","CA","Total","10","4"
"2017","063898002195","Dr. Doug Sears Learning Center","CA","Grades 7 and 8","",""
"2017","063898002195","Dr. Doug Sears Learning Center","CA","Grades 9 and 10","3","1"
"2017","063898002195","Dr. Doug Sears Learning Center","CA","Grades 11 and 12","8","2"
"2017","063898002195","Dr. Doug Sears Learning Center","CA","Total","11","3"
"2017","062271012871","Dr. Maya Angelou Community High","CA","Grades 7 and 8","",""
"2017","062271012871","Dr. Maya Angelou Community High","CA","Grades 9 and 10","293","170"
"2017","062271012871","Dr. Maya Angelou Community High","CA","Grades 11 and 12","1","1"
"2017","062271012871","Dr. Maya Angelou Community High","CA","Total","294","171"
"2017","061518012174","Dr. TJ Owens Gilroy Early College Academy","CA","Grades 7 and 8","",""
"2017","061518012174","Dr. TJ Owens Gilroy Early College Academy","CA","Grades 9 and 10","68","67"
"2017","061518012174","Dr. TJ Owens Gilroy Early College Academy","CA","Grades 11 and 12","0","0"
"2017","061518012174","Dr. TJ Owens Gilroy Early College Academy","CA","Total","68","67"
"2017","061152001284","Duarte High","CA","Grades 7 and 8","",""
"2017","061152001284","Duarte High","CA","Grades 9 and 10","189","130"
"2017","061152001284","Duarte High","CA","Grades 11 and 12","5","2"
"2017","061152001284","Duarte High","CA","Total","194","132"
"2017","060001909273","Dublin High","CA","Grades 7 and 8","",""
"2017","060001909273","Dublin High","CA","Grades 9 and 10","500","500"
"2017","060001909273","Dublin High","CA","Grades 11 and 12","2","2"
"2017","060001909273","Dublin High","CA","Total","502","502"
"2017","060004707379","Duncan-Russell Continuation","CA","Grades 7 and 8","",""
"2017","060004707379","Duncan-Russell Continuation","CA","Grades 9 and 10","",""
"2017","060004707379","Duncan-Russell Continuation","CA","Grades 11 and 12","",""
"2017","060004707379","Duncan-Russell Continuation","CA","Total","",""
"2017","061970012321","Dunlap Leadership Academy","CA","Grades 7 and 8","",""
"2017","061970012321","Dunlap Leadership Academy","CA","Grades 9 and 10","7","0"
"2017","061970012321","Dunlap Leadership Academy","CA","Grades 11 and 12","4","0"
"2017","061970012321","Dunlap Leadership Academy","CA","Total","11","0"
"2017","061170001294","Dunsmuir High","CA","Grades 7 and 8","",""
"2017","061170001294","Dunsmuir High","CA","Grades 9 and 10","23","23"
"2017","061170001294","Dunsmuir High","CA","Grades 11 and 12","0","0"
"2017","061170001294","Dunsmuir High","CA","Total","23","23"
"2017","061173001296","Durham High","CA","Grades 7 and 8","",""
"2017","061173001296","Durham High","CA","Grades 9 and 10","78","71"
"2017","061173001296","Durham High","CA","Grades 11 and 12","5","4"
"2017","061173001296","Durham High","CA","Total","83","75"
"2017","062271012657","E. Los Angeles Renaiss Acad at Esteban E. Torres High #2","CA","Grades 7 and 8","",""
"2017","062271012657","E. Los Angeles Renaiss Acad at Esteban E. Torres High #2","CA","Grades 9 and 10","146","115"
"2017","062271012657","E. Los Angeles Renaiss Acad at Esteban E. Torres High #2","CA","Grades 11 and 12","0","0"
"2017","062271012657","E. Los Angeles Renaiss Acad at Esteban E. Torres High #2","CA","Total","146","115"
"2017","063432013288","e3 Civic High","CA","Grades 7 and 8","",""
"2017","063432013288","e3 Civic High","CA","Grades 9 and 10","88","86"
"2017","063432013288","e3 Civic High","CA","Grades 11 and 12","0","0"
"2017","063432013288","e3 Civic High","CA","Total","88","86"
"2017","063900002780","Eagle Canyon High","CA","Grades 7 and 8","",""
"2017","063900002780","Eagle Canyon High","CA","Grades 9 and 10","",""
"2017","063900002780","Eagle Canyon High","CA","Grades 11 and 12","",""
"2017","063900002780","Eagle Canyon High","CA","Total","",""
"2017","062271002970","Eagle Rock High","CA","Grades 7 and 8","113","94"
"2017","062271002970","Eagle Rock High","CA","Grades 9 and 10","314","226"
"2017","062271002970","Eagle Rock High","CA","Grades 11 and 12","12","10"
"2017","062271002970","Eagle Rock High","CA","Total","439","330"
"2017","063697010370","Eagle Summit Community Day","CA","Grades 7 and 8","",""
"2017","063697010370","Eagle Summit Community Day","CA","Grades 9 and 10","9","6"
"2017","063697010370","Eagle Summit Community Day","CA","Grades 11 and 12","3","0"
"2017","063697010370","Eagle Summit Community Day","CA","Total","12","6"
"2017","062271002971","Eagle Tree Continuation","CA","Grades 7 and 8","",""
"2017","062271002971","Eagle Tree Continuation","CA","Grades 9 and 10","10","1"
"2017","062271002971","Eagle Tree Continuation","CA","Grades 11 and 12","3","2"
"2017","062271002971","Eagle Tree Continuation","CA","Total","13","3"
"2017","061650002086","Earl F. Johnson High (Continuation)","CA","Grades 7 and 8","",""
"2017","061650002086","Earl F. Johnson High (Continuation)","CA","Grades 9 and 10","",""
"2017","061650002086","Earl F. Johnson High (Continuation)","CA","Grades 11 and 12","64","51"
"2017","061650002086","Earl F. Johnson High (Continuation)","CA","Total","64","51"
"2017","069102312369","Earle Jamieson Educational Options","CA","Grades 7 and 8","",""
"2017","069102312369","Earle Jamieson Educational Options","CA","Grades 9 and 10","",""
"2017","069102312369","Earle Jamieson Educational Options","CA","Grades 11 and 12","",""
"2017","069102312369","Earle Jamieson Educational Options","CA","Total","",""
"2017","061488014187","Early Childhood Education Center - Carver Campus","CA","Grades 7 and 8","",""
"2017","061488014187","Early Childhood Education Center - Carver Campus","CA","Grades 9 and 10","",""
"2017","061488014187","Early Childhood Education Center - Carver Campus","CA","Grades 11 and 12","",""
"2017","061488014187","Early Childhood Education Center - Carver Campus","CA","Total","",""
"2017","062088012836","Early Childhood Education","CA","Grades 7 and 8","",""
"2017","062088012836","Early Childhood Education","CA","Grades 9 and 10","",""
"2017","062088012836","Early Childhood Education","CA","Grades 11 and 12","",""
"2017","062088012836","Early Childhood Education","CA","Total","",""
"2017","069102314210","Early Childhood Education","CA","Grades 7 and 8","",""
"2017","069102314210","Early Childhood Education","CA","Grades 9 and 10","",""
"2017","069102314210","Early Childhood Education","CA","Grades 11 and 12","",""
"2017","069102314210","Early Childhood Education","CA","Total","",""
"2017","068450012137","Early Childhood Learning Center","CA","Grades 7 and 8","",""
"2017","068450012137","Early Childhood Learning Center","CA","Grades 9 and 10","",""
"2017","068450012137","Early Childhood Learning Center","CA","Grades 11 and 12","",""
"2017","068450012137","Early Childhood Learning Center","CA","Total","",""
"2017","062271013434","Early College Academy-LA Trade Tech College","CA","Grades 7 and 8","",""
"2017","062271013434","Early College Academy-LA Trade Tech College","CA","Grades 9 and 10","18","8"
"2017","062271013434","Early College Academy-LA Trade Tech College","CA","Grades 11 and 12","14","4"
"2017","062271013434","Early College Academy-LA Trade Tech College","CA","Total","32","12"
"2017","062724011702","Early College High","CA","Grades 7 and 8","",""
